,SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,AGE,YEARS_EMPLOYED,YEARS_REGISTRATION,YEARS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,YEARS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_LE,CODE_GENDER_LE,FLAG_OWN_CAR_LE,FLAG_OWN_REALTY_LE,NAME_TYPE_SUITE_LE,NAME_INCOME_TYPE_LE,NAME_EDUCATION_TYPE_LE,NAME_FAMILY_STATUS_LE,NAME_HOUSING_TYPE_LE,OCCUPATION_TYPE_LE,WEEKDAY_APPR_PROCESS_START_LE,ORGANIZATION_TYPE_LE,TARGET
21697,423961,1,4.0,4.0,1.0,4.0,0.031329,25.0,3.0,17.0,3.0,1,1,1,1,0,0,2.0,2,2,7,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,0,6,7,4,2,1,14,4,42,1
1861,450643,3,8.0,129.0,4.0,112.0,0.00712,32.0,2.0,2.0,12.0,1,1,0,1,0,0,5.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,1,6,7,1,1,1,14,6,51,1
17951,155333,1,22.0,144.0,4.0,112.0,0.003813,47.0,2.0,23.0,1.0,1,1,0,1,0,0,2.0,2,2,7,0,0,0,0,0,0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,1,7,2,4,1,14,1,5,0
65022,277847,0,6.0,25.0,1.0,18.0,0.008068,53.0,1.0,2.0,3.0,1,1,0,1,0,0,1.0,3,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0,0,0,0,6,1,4,3,2,16,4,40,1
69563,133540,2,7.0,20.0,1.0,20.0,0.006852,32.0,7.0,5.0,12.0,1,1,0,1,0,0,4.0,3,3,12,0,0,0,0,0,0,3.0,0.0,3.0,0.0,7.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,1,0,0,0,1,1,1,1,1,3,4,28,1
96873,404258,0,18.0,84.0,4.0,68.0,0.0096569999999999,27.0,2.0,12.0,7.0,1,1,0,1,1,0,2.0,2,2,10,0,0,0,0,0,0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,6,7,4,1,1,8,1,50,1
92754,168414,0,9.0,54.0,2.0,45.0,0.018634,31.0,9.0,3.0,10.0,1,1,0,1,0,0,1.0,2,2,10,0,0,0,0,0,0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,1,6,7,4,3,1,8,6,42,1
53946,450341,0,16.0,25.0,2.0,23.0,0.020713,35.0,0.0,3.0,11.0,1,1,0,1,0,0,1.0,3,2,9,0,0,0,0,0,0,2.0,1.0,2.0,1.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,1,6,7,1,3,1,14,5,5,1
56845,279004,0,11.0,22.0,2.0,19.0,0.035792,49.0,30.0,29.0,3.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,1,1,1,7,1,1,1,3,1,1,1
80135,216544,0,14.0,78.0,3.0,68.0,0.019101,59.0,-1001.0,11.0,11.0,1,0,0,1,0,0,2.0,2,2,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,1,6,3,4,1,1,17,1,57,1
98943,376052,0,20.0,45.0,2.0,45.0,0.0038179999999999,58.0,-1001.0,0.0,7.0,1,0,0,1,0,0,1.0,2,2,5,0,0,0,1,0,0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,3,4,2,2,17,4,57,1
17158,379576,2,44.0,68.0,2.0,68.0,0.0196889999999999,40.0,3.0,0.0,11.0,1,1,1,1,0,0,4.0,2,2,8,0,0,0,0,0,0,5.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,1,7,4,1,1,10,4,5,1
62010,129039,0,22.0,108.0,3.0,90.0,0.006305,44.0,4.0,4.0,13.0,1,1,0,1,0,0,2.0,3,3,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0,0,0,0,6,7,1,1,1,17,6,33,1
52092,341779,1,25.0,54.0,2.0,45.0,0.072508,53.0,4.0,9.0,8.0,1,1,0,1,1,0,3.0,1,1,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,6,4,4,0,1,18,6,33,0
85533,358989,0,9.0,94.0,3.0,68.0,0.028663,44.0,1.0,15.0,15.0,1,1,1,1,1,0,2.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,6,7,4,1,1,9,3,5,0
90182,263507,0,8.0,45.0,4.0,45.0,0.005144,42.0,10.0,19.0,13.0,1,1,1,1,1,0,2.0,2,2,14,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,6,7,4,1,1,8,2,5,1
44444,260883,0,6.0,13.0,1.0,11.0,0.018801,52.0,6.0,34.0,7.0,1,1,1,1,0,0,2.0,2,2,7,0,0,0,0,0,0,8.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,6,7,4,1,1,14,2,51,1
65491,328817,0,29.0,84.0,4.0,68.0,0.007114,55.0,1.0,14.0,9.0,1,1,0,1,1,0,2.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,1,6,7,4,1,1,4,5,5,1
49980,224147,0,18.0,101.0,4.0,90.0,0.005084,22.0,2.0,13.0,2.0,1,1,1,1,1,0,1.0,2,2,13,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0,1,0,0,6,4,4,3,5,3,5,31,1
67207,242323,1,20.0,68.0,2.0,68.0,0.026392,39.0,2.0,3.0,11.0,1,1,0,1,1,0,2.0,2,2,16,0,0,0,0,0,0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0,0,1,0,7,4,2,3,14,0,47,1
96793,169102,0,20.0,104.0,6.0,90.0,0.020713,44.0,18.0,7.0,10.0,1,1,0,1,0,0,2.0,3,3,8,0,0,0,0,0,0,2.0,0.0,2.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,1,1,4,4,1,1,3,1,39,1
19748,232456,0,22.0,45.0,3.0,45.0,0.020713,33.0,11.0,11.0,12.0,1,1,1,1,1,1,2.0,3,2,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,4,0,1,4,4,5,1
28779,201632,0,20.0,121.0,6.0,121.0,0.026392,57.0,30.0,30.0,4.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,9.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,0,0,0,1,1,7,1,1,1,3,0,39,1
68627,177243,2,20.0,128.0,4.0,112.0,0.020246,35.0,4.0,5.0,14.0,1,1,0,1,1,0,4.0,3,3,15,0,0,0,0,1,1,2.0,0.0,2.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,6,7,4,1,1,17,4,5,1
62789,195039,0,22.0,68.0,3.0,68.0,0.072508,56.0,-1001.0,37.0,9.0,1,0,0,1,1,0,2.0,1,1,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1,6,3,4,1,2,17,6,57,1
71558,134799,0,16.0,81.0,2.0,68.0,0.035792,45.0,2.0,26.0,11.0,1,1,0,1,0,0,1.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,0,6,4,4,2,1,11,0,30,1
7746,133274,2,9.0,25.0,1.0,25.0,0.008625,47.0,0.0,16.0,2.0,1,1,0,1,0,0,4.0,2,2,16,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,5,7,4,1,1,9,6,3,1
47801,394726,0,9.0,61.0,2.0,61.0,0.0088659999999999,57.0,17.0,20.0,11.0,1,1,1,1,1,0,2.0,2,2,17,0,0,0,0,0,0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,6,7,4,1,1,17,0,42,1
76723,246629,0,14.0,26.0,2.0,24.0,0.008575,64.0,-1001.0,8.0,11.0,1,0,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,3,1,1,1,17,4,57,1
28293,409912,1,16.0,34.0,2.0,27.0,0.0196889999999999,30.0,3.0,10.0,10.0,1,1,0,1,0,1,3.0,2,2,8,0,0,0,0,0,0,5.0,2.0,5.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,1,0,1,7,4,1,1,14,1,51,1
4390,111725,2,18.0,81.0,2.0,81.0,0.0145199999999999,32.0,7.0,2.0,6.0,1,1,0,1,0,0,3.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,6,7,1,3,1,6,6,11,1
22337,388836,0,9.0,56.0,2.0,45.0,0.028663,56.0,-1001.0,6.0,6.0,1,0,0,1,0,0,2.0,2,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,3,4,1,1,17,1,57,1
22063,405185,0,14.0,105.0,3.0,91.0,0.025164,60.0,-1001.0,9.0,12.0,1,0,0,1,1,0,2.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,6,3,4,1,1,17,1,57,0
71361,279204,0,36.0,54.0,2.0,45.0,0.0035409999999999,35.0,4.0,10.0,12.0,1,1,1,1,1,0,2.0,1,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,6,7,0,1,1,0,0,13,0
95952,201921,0,20.0,27.0,2.0,22.0,0.00702,44.0,3.0,3.0,12.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,4.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,1,1,6,7,4,1,1,4,2,5,0
92033,385296,0,11.0,56.0,2.0,46.0,0.025164,30.0,10.0,1.0,9.0,1,1,0,1,0,0,1.0,2,2,8,0,0,0,0,0,0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,6,7,4,3,1,17,4,4,1
1729,278531,3,9.0,18.0,1.0,18.0,0.009175,35.0,13.0,6.0,14.0,1,1,1,1,1,0,4.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,1,4,2,1,11,6,30,1
46508,398130,0,11.0,22.0,1.0,22.0,0.019101,66.0,-1001.0,7.0,13.0,1,0,0,1,1,0,2.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,6,3,4,1,1,17,5,57,1
89744,283752,0,13.0,73.0,4.0,68.0,0.02461,59.0,-1001.0,28.0,12.0,1,0,0,1,0,0,1.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,6,3,4,3,1,17,4,57,1
80192,409895,0,9.0,60.0,2.0,45.0,0.005084,49.0,3.0,11.0,4.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,1,4,1,1,17,6,5,1
51716,271358,0,11.0,49.0,3.0,45.0,0.022625,38.0,1.0,22.0,13.0,1,1,0,1,0,0,1.0,2,2,15,0,0,0,1,1,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,4,3,1,14,1,5,1
47566,160513,2,20.0,124.0,5.0,114.0,0.019101,43.0,10.0,12.0,13.0,1,1,0,1,0,0,4.0,2,2,15,0,0,0,0,0,0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,5,4,1,1,1,3,1,11,1
82770,359394,1,11.0,18.0,1.0,18.0,0.018801,27.0,3.0,13.0,7.0,1,1,0,1,0,0,3.0,2,2,10,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,1,1,1,1,6,7,4,1,1,8,6,3,1
93751,164472,0,22.0,50.0,4.0,43.0,0.035792,44.0,1.0,1.0,12.0,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,6,7,4,1,1,8,6,5,1
96795,449544,1,27.0,176.0,5.0,158.0,0.030755,39.0,6.0,13.0,13.0,1,1,0,1,0,0,3.0,2,2,9,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,6,7,2,1,1,10,6,5,0
44700,134012,0,11.0,36.0,2.0,32.0,0.002042,57.0,13.0,6.0,9.0,1,1,0,1,0,0,2.0,3,3,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,6,7,4,1,1,4,0,41,1
81790,377114,0,14.0,28.0,1.0,22.0,0.0088659999999999,32.0,2.0,16.0,11.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0,1,1,0,6,7,4,1,1,8,1,55,1
55017,318366,0,20.0,94.0,3.0,68.0,0.019101,40.0,2.0,2.0,13.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,1,1,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,1,6,1,4,1,1,8,4,7,1
92445,160108,1,11.0,129.0,4.0,112.0,0.0196889999999999,46.0,2.0,7.0,1.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,6,1,1,2,4,3,0,33,1
12443,136672,0,20.0,108.0,3.0,90.0,0.010032,61.0,-1001.0,29.0,14.0,1,0,0,1,1,0,2.0,2,2,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,6,3,4,0,1,17,6,57,1
72120,403080,0,9.0,27.0,1.0,27.0,0.020713,48.0,2.0,14.0,3.0,1,1,0,1,0,0,2.0,3,3,8,0,0,0,0,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,6,7,4,1,1,3,4,28,1
78539,341628,0,16.0,80.0,4.0,69.0,0.04622,42.0,5.0,6.0,12.0,1,1,0,1,0,0,2.0,1,1,19,0,0,0,0,1,1,8.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,17,6,5,1
66157,129453,0,18.0,34.0,2.0,34.0,0.028663,24.0,3.0,19.0,4.0,1,1,1,1,1,1,1.0,2,2,9,0,1,1,0,1,1,4.0,0.0,4.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,6,7,4,3,1,8,0,7,1
93564,183251,1,9.0,45.0,2.0,45.0,0.00712,40.0,12.0,13.0,13.0,1,1,1,1,1,0,3.0,2,2,14,0,0,0,0,0,0,4.0,0.0,4.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,5,4,4,1,1,3,4,30,0
48533,368511,1,14.0,104.0,3.0,90.0,0.028663,45.0,13.0,12.0,12.0,1,1,0,1,0,0,3.0,2,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,7,4,1,1,17,4,30,1
26786,210269,1,25.0,61.0,3.0,61.0,0.04622,52.0,14.0,23.0,7.0,1,1,0,1,0,0,2.0,1,1,12,0,0,0,0,0,0,6.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,1,1,4,3,1,2,6,28,1
87554,123358,1,14.0,50.0,5.0,45.0,0.0196889999999999,31.0,11.0,12.0,9.0,1,1,0,1,0,0,3.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,0,0,1,0,6,4,1,1,1,10,0,5,1
85488,115945,2,11.0,55.0,3.0,55.0,0.015221,29.0,9.0,7.0,9.0,1,1,0,1,0,0,4.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,1,1,4,4,1,1,3,2,39,1
94940,363107,0,11.0,69.0,2.0,50.0,0.035792,64.0,3.0,30.0,12.0,1,1,0,1,1,0,1.0,2,2,14,0,0,0,0,0,0,2.0,0.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,7,4,4,1,17,5,11,1
45700,110095,0,9.0,27.0,2.0,25.0,0.00712,25.0,1.0,7.0,4.0,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,2.0,1.0,2.0,1.0,0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,6,7,4,1,4,8,0,5,1
49697,328768,0,14.0,55.0,2.0,47.0,0.009175,57.0,37.0,28.0,12.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,4,0,1,17,0,33,1
51217,371970,0,13.0,17.0,1.0,16.0,0.031329,65.0,9.0,18.0,13.0,1,1,0,1,0,0,1.0,2,2,16,0,0,0,0,0,0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,6,4,4,2,1,0,4,30,1
16669,374375,0,18.0,119.0,3.0,104.0,0.018634,55.0,12.0,11.0,8.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0,1,1,1,6,7,4,1,1,4,1,42,1
45644,144861,2,12.0,25.0,2.0,22.0,0.02461,39.0,0.0,3.0,3.0,1,1,1,1,1,0,4.0,2,2,11,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,5,7,3,1,1,8,2,42,0
70047,313637,0,29.0,176.0,5.0,158.0,0.04622,29.0,3.0,13.0,1.0,1,1,0,1,0,0,2.0,1,1,17,0,1,1,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,1,1,1,1,17,4,26,1
89624,170736,2,27.0,76.0,4.0,68.0,0.00733,39.0,6.0,6.0,1.0,1,1,0,1,0,0,4.0,2,2,12,0,0,0,0,0,0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,6,7,4,1,1,4,4,42,1
71946,344905,0,20.0,50.0,5.0,45.0,0.0116569999999999,26.0,6.0,20.0,6.0,1,1,1,1,1,0,1.0,1,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,6,7,4,3,1,8,5,4,1
31250,248665,0,20.0,45.0,2.0,45.0,0.0145199999999999,37.0,3.0,6.0,12.0,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,1,1,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0,1,1,1,6,7,4,1,1,4,1,5,1
64720,440093,1,16.0,93.0,4.0,83.0,0.010966,45.0,6.0,20.0,14.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,1,6,7,4,3,1,8,6,33,1
30323,285857,0,29.0,121.0,4.0,94.0,0.04622,57.0,8.0,4.0,11.0,1,1,0,1,0,0,1.0,1,1,11,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,1,4,4,1,3,6,42,0
82339,178998,0,9.0,22.0,2.0,22.0,0.00712,59.0,-1001.0,27.0,14.0,1,0,0,1,1,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0,0,0,1,3,4,1,1,17,4,57,1
9362,295197,2,27.0,72.0,2.0,72.0,0.028663,39.0,21.0,13.0,13.0,1,1,0,1,0,0,4.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0,1,0,1,1,1,4,1,1,17,4,5,1
77571,454433,1,14.0,28.0,2.0,22.0,0.00823,28.0,9.0,12.0,2.0,1,1,0,1,0,0,3.0,2,2,10,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,7,4,1,1,14,4,46,0
73627,178048,0,32.0,15.0,2.0,14.0,0.02461,55.0,1.0,23.0,9.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,1,6,1,1,0,1,6,0,33,1
61235,108748,2,16.0,102.0,4.0,90.0,0.003069,29.0,4.0,6.0,8.0,1,1,0,1,0,0,4.0,3,3,15,0,0,0,0,0,0,1.0,0.0,1.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,1,1,6,4,4,1,1,3,1,28,1
84879,256486,0,14.0,45.0,2.0,45.0,0.031329,43.0,25.0,10.0,12.0,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,7,1,1,1,6,5,4,1
49843,405866,2,25.0,25.0,3.0,22.0,0.006629,31.0,8.0,10.0,7.0,1,1,1,1,1,0,4.0,2,2,9,0,0,0,0,1,1,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,1,1,1,1,0,0,42,1
3390,421139,0,20.0,147.0,6.0,135.0,0.005002,60.0,-1001.0,36.0,11.0,1,0,0,1,0,0,2.0,3,3,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,1,6,3,4,1,1,17,5,57,1
9142,392558,0,12.0,38.0,2.0,33.0,0.0096569999999999,61.0,-1001.0,18.0,12.0,1,0,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0,0,1,1,3,1,1,1,17,1,57,1
46293,203367,0,27.0,25.0,1.0,25.0,0.030755,44.0,2.0,8.0,4.0,1,1,0,1,0,1,2.0,2,2,18,0,0,0,0,1,1,5.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,6,7,4,1,5,16,5,51,0
65892,135248,0,10.0,44.0,2.0,38.0,0.030755,60.0,8.0,26.0,13.0,1,1,1,1,1,0,2.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,7,1,1,1,0,6,5,1
71553,296346,1,10.0,25.0,2.0,22.0,0.025164,41.0,7.0,9.0,12.0,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,1,6,1,4,4,1,3,2,50,1
4317,294740,1,18.0,68.0,4.0,68.0,0.010147,45.0,7.0,8.0,9.0,1,1,0,1,0,0,3.0,2,2,16,0,0,0,0,1,1,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0,1,1,1,1,1,4,1,1,10,1,33,1
59152,109571,0,7.0,18.0,1.0,18.0,0.028663,21.0,0.0,7.0,1.0,1,1,0,1,0,0,1.0,2,2,12,0,0,0,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,7,4,3,1,8,6,51,0
99572,422857,2,14.0,38.0,2.0,32.0,0.010006,28.0,8.0,3.0,7.0,1,1,0,1,0,0,4.0,2,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,0,1,6,7,4,1,1,14,4,5,1
